full_text,bigrams,trigrams
"['makanya', 'sipaling', 'fans', 'timnas', 'amoral', 'nirempati', 'masyarakat', 'ekonomi', 'tengah', 'bawah', 'lama', 'hidup', 'sepakbola', 'usia', 'muda', 'indonesia', 'kamu', 'kira', 'juang', 'masyarakat', 'ekonomi', 'tengah', 'bawah', 'sepakbola', 'akar', 'rumput', 'hingga', 'timnas', 'ngalahin']","['makanya sipaling', 'sipaling fans', 'fans timnas', 'timnas amoral', 'amoral nirempati', 'nirempati masyarakat', 'masyarakat ekonomi', 'ekonomi tengah', 'tengah bawah', 'bawah lama', 'lama hidup', 'hidup sepakbola', 'sepakbola usia', 'usia muda', 'muda indonesia', 'indonesia kamu', 'kamu kira', 'kira juang', 'juang masyarakat', 'masyarakat ekonomi', 'ekonomi tengah', 'tengah bawah', 'bawah sepakbola', 'sepakbola akar', 'akar rumput', 'rumput hingga', 'hingga timnas', 'timnas ngalahin']","['makanya sipaling fans', 'sipaling fans timnas', 'fans timnas amoral', 'timnas amoral nirempati', 'amoral nirempati masyarakat', 'nirempati masyarakat ekonomi', 'masyarakat ekonomi tengah', 'ekonomi tengah bawah', 'tengah bawah lama', 'bawah lama hidup', 'lama hidup sepakbola', 'hidup sepakbola usia', 'sepakbola usia muda', 'usia muda indonesia', 'muda indonesia kamu', 'indonesia kamu kira', 'kamu kira juang', 'kira juang masyarakat', 'juang masyarakat ekonomi', 'masyarakat ekonomi tengah', 'ekonomi tengah bawah', 'tengah bawah sepakbola', 'bawah sepakbola akar', 'sepakbola akar rumput', 'akar rumput hingga', 'rumput hingga timnas', 'hingga timnas ngalahin']"
"['menteri', 'luar', 'negeri', 'menlu', 'belanda', 'david', 'van', 'weel', 'sampai', 'minta', 'maaf', 'usai', 'legenda', 'sepak', 'bola', 'negara', 'patrick', 'kluivert', 'hasil', 'bawa', 'timnas', 'indonesia', 'menang', 'atas', 'arab', 'saudi', 'kualifikasi', 'piala', 'dunia', 'momen', 'jadi', 'konferensi', 'pers', 'sama']","['menteri luar', 'luar negeri', 'negeri menlu', 'menlu belanda', 'belanda david', 'david van', 'van weel', 'weel sampai', 'sampai minta', 'minta maaf', 'maaf usai', 'usai legenda', 'legenda sepak', 'sepak bola', 'bola negara', 'negara patrick', 'patrick kluivert', 'kluivert hasil', 'hasil bawa', 'bawa timnas', 'timnas indonesia', 'indonesia menang', 'menang atas', 'atas arab', 'arab saudi', 'saudi kualifikasi', 'kualifikasi piala', 'piala dunia', 'dunia momen', 'momen jadi', 'jadi konferensi', 'konferensi pers', 'pers sama']","['menteri luar negeri', 'luar negeri menlu', 'negeri menlu belanda', 'menlu belanda david', 'belanda david van', 'david van weel', 'van weel sampai', 'weel sampai minta', 'sampai minta maaf', 'minta maaf usai', 'maaf usai legenda', 'usai legenda sepak', 'legenda sepak bola', 'sepak bola negara', 'bola negara patrick', 'negara patrick kluivert', 'patrick kluivert hasil', 'kluivert hasil bawa', 'hasil bawa timnas', 'bawa timnas indonesia', 'timnas indonesia menang', 'indonesia menang atas', 'menang atas arab', 'atas arab saudi', 'arab saudi kualifikasi', 'saudi kualifikasi piala', 'kualifikasi piala dunia', 'piala dunia momen', 'dunia momen jadi', 'momen jadi konferensi', 'jadi konferensi pers', 'konferensi pers sama']"
"['the', 'last', 'say', 'terimakasih', 'timnas', 'indonesia', 'sudah', 'juang', 'titik', 'menang', 'kalah', 'ttp', 'dukung', 'love', 'garuda']","['the last', 'last say', 'say terimakasih', 'terimakasih timnas', 'timnas indonesia', 'indonesia sudah', 'sudah juang', 'juang titik', 'titik menang', 'menang kalah', 'kalah ttp', 'ttp dukung', 'dukung love', 'love garuda']","['the last say', 'last say terimakasih', 'say terimakasih timnas', 'terimakasih timnas indonesia', 'timnas indonesia sudah', 'indonesia sudah juang', 'sudah juang titik', 'juang titik menang', 'titik menang kalah', 'menang kalah ttp', 'kalah ttp dukung', 'ttp dukung love', 'dukung love garuda']"
"['sudah', 'gausah', 'supply', 'main', 'timnas', 'encib', 'timnas', 'indonesia', 'liat', 'ancurnya', 'mending', 'koar', 'backback', 'juara']","['sudah gausah', 'gausah supply', 'supply main', 'main timnas', 'timnas encib', 'encib timnas', 'timnas indonesia', 'indonesia liat', 'liat ancurnya', 'ancurnya mending', 'mending koar', 'koar backback', 'backback juara']","['sudah gausah supply', 'gausah supply main', 'supply main timnas', 'main timnas encib', 'timnas encib timnas', 'encib timnas indonesia', 'timnas indonesia liat', 'indonesia liat ancurnya', 'liat ancurnya mending', 'ancurnya mending koar', 'mending koar backback', 'koar backback juara']"
"['skenario', 'timnas', 'indonesia', 'lolos', 'ronde', 'kualifikasi', 'piala', 'dunia', 'laga', 'lawan', 'irak', 'hidup', 'mati', 'baca']","['skenario timnas', 'timnas indonesia', 'indonesia lolos', 'lolos ronde', 'ronde kualifikasi', 'kualifikasi piala', 'piala dunia', 'dunia laga', 'laga lawan', 'lawan irak', 'irak hidup', 'hidup mati', 'mati baca']","['skenario timnas indonesia', 'timnas indonesia lolos', 'indonesia lolos ronde', 'lolos ronde kualifikasi', 'ronde kualifikasi piala', 'kualifikasi piala dunia', 'piala dunia laga', 'dunia laga lawan', 'laga lawan irak', 'lawan irak hidup', 'irak hidup mati', 'hidup mati baca']"
"['pas', 'banget', 'timnas', 'kalah', 'berita', 'ginian', 'cuma', 'betul', 'kaya', 'dulu', 'betul', 'banget', 'tiba', 'beritain', 'timnas', 'indonesia', 'selang', 'berapa', 'lama', 'fabrizio', 'dapet', 'endorsan', 'cuma', 'betul']","['pas banget', 'banget timnas', 'timnas kalah', 'kalah berita', 'berita ginian', 'ginian cuma', 'cuma betul', 'betul kaya', 'kaya dulu', 'dulu betul', 'betul banget', 'banget tiba', 'tiba beritain', 'beritain timnas', 'timnas indonesia', 'indonesia selang', 'selang berapa', 'berapa lama', 'lama fabrizio', 'fabrizio dapet', 'dapet endorsan', 'endorsan cuma', 'cuma betul']","['pas banget timnas', 'banget timnas kalah', 'timnas kalah berita', 'kalah berita ginian', 'berita ginian cuma', 'ginian cuma betul', 'cuma betul kaya', 'betul kaya dulu', 'kaya dulu betul', 'dulu betul banget', 'betul banget tiba', 'banget tiba beritain', 'tiba beritain timnas', 'beritain timnas indonesia', 'timnas indonesia selang', 'indonesia selang berapa', 'selang berapa lama', 'berapa lama fabrizio', 'lama fabrizio dapet', 'fabrizio dapet endorsan', 'dapet endorsan cuma', 'endorsan cuma betul']"
"['aku', 'tidak', 'doain', 'timnas', 'indonesia', 'tidak', 'doain', 'kalau', 'indonesia', 'bencana', 'soal', 'aku', 'janji', 'aku', 'cerai', 'istri', 'tidak', 'aku', 'doa', 'timnas', 'indonesia', 'indonesia', 'kalau', 'bencana']","['aku tidak', 'tidak doain', 'doain timnas', 'timnas indonesia', 'indonesia tidak', 'tidak doain', 'doain kalau', 'kalau indonesia', 'indonesia bencana', 'bencana soal', 'soal aku', 'aku janji', 'janji aku', 'aku cerai', 'cerai istri', 'istri tidak', 'tidak aku', 'aku doa', 'doa timnas', 'timnas indonesia', 'indonesia indonesia', 'indonesia kalau', 'kalau bencana']","['aku tidak doain', 'tidak doain timnas', 'doain timnas indonesia', 'timnas indonesia tidak', 'indonesia tidak doain', 'tidak doain kalau', 'doain kalau indonesia', 'kalau indonesia bencana', 'indonesia bencana soal', 'bencana soal aku', 'soal aku janji', 'aku janji aku', 'janji aku cerai', 'aku cerai istri', 'cerai istri tidak', 'istri tidak aku', 'tidak aku doa', 'aku doa timnas', 'doa timnas indonesia', 'timnas indonesia indonesia', 'indonesia indonesia kalau', 'indonesia kalau bencana']"
"['sinyal', 'bahaya', 'irak', 'jelang', 'duel', 'kontra', 'timnas', 'indonesia', 'latih', 'irak', 'graham', 'arnold', 'resmi', 'panggil', 'striker', 'baru', 'mohammed', 'jawad', 'alquwa', 'aljawiya', 'tambah', 'daya', 'gedor', 'lini', 'depan', 'lapor', 'media', 'lokal', 'irak', 'panggil', 'jadi', 'bukti']","['sinyal bahaya', 'bahaya irak', 'irak jelang', 'jelang duel', 'duel kontra', 'kontra timnas', 'timnas indonesia', 'indonesia latih', 'latih irak', 'irak graham', 'graham arnold', 'arnold resmi', 'resmi panggil', 'panggil striker', 'striker baru', 'baru mohammed', 'mohammed jawad', 'jawad alquwa', 'alquwa aljawiya', 'aljawiya tambah', 'tambah daya', 'daya gedor', 'gedor lini', 'lini depan', 'depan lapor', 'lapor media', 'media lokal', 'lokal irak', 'irak panggil', 'panggil jadi', 'jadi bukti']","['sinyal bahaya irak', 'bahaya irak jelang', 'irak jelang duel', 'jelang duel kontra', 'duel kontra timnas', 'kontra timnas indonesia', 'timnas indonesia latih', 'indonesia latih irak', 'latih irak graham', 'irak graham arnold', 'graham arnold resmi', 'arnold resmi panggil', 'resmi panggil striker', 'panggil striker baru', 'striker baru mohammed', 'baru mohammed jawad', 'mohammed jawad alquwa', 'jawad alquwa aljawiya', 'alquwa aljawiya tambah', 'aljawiya tambah daya', 'tambah daya gedor', 'daya gedor lini', 'gedor lini depan', 'lini depan lapor', 'depan lapor media', 'lapor media lokal', 'media lokal irak', 'lokal irak panggil', 'irak panggil jadi', 'panggil jadi bukti']"
"['pas', 'pas', 'timnas', 'indonesia', 'kalah', 'tanda', 'tanda', 'sty', 'bakal', 'comeback', 'timnas', 'pecat', 'ulsan', 'who', 'knows']","['pas pas', 'pas timnas', 'timnas indonesia', 'indonesia kalah', 'kalah tanda', 'tanda tanda', 'tanda sty', 'sty bakal', 'bakal comeback', 'comeback timnas', 'timnas pecat', 'pecat ulsan', 'ulsan who', 'who knows']","['pas pas timnas', 'pas timnas indonesia', 'timnas indonesia kalah', 'indonesia kalah tanda', 'kalah tanda tanda', 'tanda tanda sty', 'tanda sty bakal', 'sty bakal comeback', 'bakal comeback timnas', 'comeback timnas pecat', 'timnas pecat ulsan', 'pecat ulsan who', 'ulsan who knows']"
"['fifa', 'tidak', 'habis', 'pikir', 'patrick', 'kluivert', 'berani', 'coret', 'main', 'bintang', 'timnas', 'indonesia', 'ronde', 'kabar', 'paling', 'curi', 'perhati']","['fifa tidak', 'tidak habis', 'habis pikir', 'pikir patrick', 'patrick kluivert', 'kluivert berani', 'berani coret', 'coret main', 'main bintang', 'bintang timnas', 'timnas indonesia', 'indonesia ronde', 'ronde kabar', 'kabar paling', 'paling curi', 'curi perhati']","['fifa tidak habis', 'tidak habis pikir', 'habis pikir patrick', 'pikir patrick kluivert', 'patrick kluivert berani', 'kluivert berani coret', 'berani coret main', 'coret main bintang', 'main bintang timnas', 'bintang timnas indonesia', 'timnas indonesia ronde', 'indonesia ronde kabar', 'ronde kabar paling', 'kabar paling curi', 'paling curi perhati']"
"['ulsan', 'status', 'juara', 'tahan', 'puruk', 'posisi', 'klasemen', 'league', 'poin', 'laga', 'balik', 'apa', 'latih', 'timnas', 'indonesia', 'lob', 'bolalobfoorball']","['ulsan status', 'status juara', 'juara tahan', 'tahan puruk', 'puruk posisi', 'posisi klasemen', 'klasemen league', 'league poin', 'poin laga', 'laga balik', 'balik apa', 'apa latih', 'latih timnas', 'timnas indonesia', 'indonesia lob', 'lob bolalobfoorball']","['ulsan status juara', 'status juara tahan', 'juara tahan puruk', 'tahan puruk posisi', 'puruk posisi klasemen', 'posisi klasemen league', 'klasemen league poin', 'league poin laga', 'poin laga balik', 'laga balik apa', 'balik apa latih', 'apa latih timnas', 'latih timnas indonesia', 'timnas indonesia lob', 'indonesia lob bolalobfoorball']"
"['orang', 'indonesia', 'bangun', 'buah', 'klub', 'italia', 'harus', 'logika', 'bangun', 'timnas', 'progres', 'hasil', 'klub', 'sebut']","['orang indonesia', 'indonesia bangun', 'bangun buah', 'buah klub', 'klub italia', 'italia harus', 'harus logika', 'logika bangun', 'bangun timnas', 'timnas progres', 'progres hasil', 'hasil klub', 'klub sebut']","['orang indonesia bangun', 'indonesia bangun buah', 'bangun buah klub', 'buah klub italia', 'klub italia harus', 'italia harus logika', 'harus logika bangun', 'logika bangun timnas', 'bangun timnas progres', 'timnas progres hasil', 'progres hasil klub', 'hasil klub sebut']"
"['jay', 'idzes', 'dkk', 'milik', 'peluang', 'aman', 'lolos', 'hadap', 'timnas', 'irak', 'duel', 'kontra', 'irak', 'bak', 'partai', 'hidup', 'mati', 'indonesia', 'grup']","['jay idzes', 'idzes dkk', 'dkk milik', 'milik peluang', 'peluang aman', 'aman lolos', 'lolos hadap', 'hadap timnas', 'timnas irak', 'irak duel', 'duel kontra', 'kontra irak', 'irak bak', 'bak partai', 'partai hidup', 'hidup mati', 'mati indonesia', 'indonesia grup']","['jay idzes dkk', 'idzes dkk milik', 'dkk milik peluang', 'milik peluang aman', 'peluang aman lolos', 'aman lolos hadap', 'lolos hadap timnas', 'hadap timnas irak', 'timnas irak duel', 'irak duel kontra', 'duel kontra irak', 'kontra irak bak', 'irak bak partai', 'bak partai hidup', 'partai hidup mati', 'hidup mati indonesia', 'mati indonesia grup']"
"['jay', 'idzes', 'dkk', 'milik', 'peluang', 'aman', 'lolos', 'hadap', 'timnas', 'irak', 'duel', 'kontra', 'irak', 'bak', 'partai', 'hidup', 'mati', 'indonesia', 'grup']","['jay idzes', 'idzes dkk', 'dkk milik', 'milik peluang', 'peluang aman', 'aman lolos', 'lolos hadap', 'hadap timnas', 'timnas irak', 'irak duel', 'duel kontra', 'kontra irak', 'irak bak', 'bak partai', 'partai hidup', 'hidup mati', 'mati indonesia', 'indonesia grup']","['jay idzes dkk', 'idzes dkk milik', 'dkk milik peluang', 'milik peluang aman', 'peluang aman lolos', 'aman lolos hadap', 'lolos hadap timnas', 'hadap timnas irak', 'timnas irak duel', 'irak duel kontra', 'duel kontra irak', 'kontra irak bak', 'irak bak partai', 'bak partai hidup', 'partai hidup mati', 'hidup mati indonesia', 'mati indonesia grup']"
"['walaupun', 'kalah', 'main', 'timnas', 'kurang', 'bagus', 'beberapa', 'main', 'wajib', 'ikan', 'apresiasi', 'moga', 'tanding', 'lawan', 'irak', 'aman', 'poin', 'lolos', 'piala', 'dunia', 'skorkilat', 'indonesia', 'timnas', 'kevindiks']","['walaupun kalah', 'kalah main', 'main timnas', 'timnas kurang', 'kurang bagus', 'bagus beberapa', 'beberapa main', 'main wajib', 'wajib ikan', 'ikan apresiasi', 'apresiasi moga', 'moga tanding', 'tanding lawan', 'lawan irak', 'irak aman', 'aman poin', 'poin lolos', 'lolos piala', 'piala dunia', 'dunia skorkilat', 'skorkilat indonesia', 'indonesia timnas', 'timnas kevindiks']","['walaupun kalah main', 'kalah main timnas', 'main timnas kurang', 'timnas kurang bagus', 'kurang bagus beberapa', 'bagus beberapa main', 'beberapa main wajib', 'main wajib ikan', 'wajib ikan apresiasi', 'ikan apresiasi moga', 'apresiasi moga tanding', 'moga tanding lawan', 'tanding lawan irak', 'lawan irak aman', 'irak aman poin', 'aman poin lolos', 'poin lolos piala', 'lolos piala dunia', 'piala dunia skorkilat', 'dunia skorkilat indonesia', 'skorkilat indonesia timnas', 'indonesia timnas kevindiks']"
"['suatu', 'tiba', 'post', 'berita', 'timnas', 'indonesia', 'selang', 'berapa', 'lama', 'endorse', 'cuma', 'betul']","['suatu tiba', 'tiba post', 'post berita', 'berita timnas', 'timnas indonesia', 'indonesia selang', 'selang berapa', 'berapa lama', 'lama endorse', 'endorse cuma', 'cuma betul']","['suatu tiba post', 'tiba post berita', 'post berita timnas', 'berita timnas indonesia', 'timnas indonesia selang', 'indonesia selang berapa', 'selang berapa lama', 'berapa lama endorse', 'lama endorse cuma', 'endorse cuma betul']"
"['menlu', 'belanda', 'minta', 'maaf', 'usai', 'timnas', 'indonesia', 'kalah', 'arab', 'saudi', 'kamu', 'wajar', 'baca', 'lengkap', 'artikel', 'timnasindonesia', 'kualifikasipialadunia', 'patrickkluivert']","['menlu belanda', 'belanda minta', 'minta maaf', 'maaf usai', 'usai timnas', 'timnas indonesia', 'indonesia kalah', 'kalah arab', 'arab saudi', 'saudi kamu', 'kamu wajar', 'wajar baca', 'baca lengkap', 'lengkap artikel', 'artikel timnasindonesia', 'timnasindonesia kualifikasipialadunia', 'kualifikasipialadunia patrickkluivert']","['menlu belanda minta', 'belanda minta maaf', 'minta maaf usai', 'maaf usai timnas', 'usai timnas indonesia', 'timnas indonesia kalah', 'indonesia kalah arab', 'kalah arab saudi', 'arab saudi kamu', 'saudi kamu wajar', 'kamu wajar baca', 'wajar baca lengkap', 'baca lengkap artikel', 'lengkap artikel timnasindonesia', 'artikel timnasindonesia kualifikasipialadunia', 'timnasindonesia kualifikasipialadunia patrickkluivert']"
"['tum', 'pssi', 'erick', 'thohir', 'pesan', 'timnas', 'indonesia', 'lepas', 'kalah', 'arab', 'saudi', 'erick', 'minta', 'skuad', 'garuda', 'segera', 'bangkit']","['tum pssi', 'pssi erick', 'erick thohir', 'thohir pesan', 'pesan timnas', 'timnas indonesia', 'indonesia lepas', 'lepas kalah', 'kalah arab', 'arab saudi', 'saudi erick', 'erick minta', 'minta skuad', 'skuad garuda', 'garuda segera', 'segera bangkit']","['tum pssi erick', 'pssi erick thohir', 'erick thohir pesan', 'thohir pesan timnas', 'pesan timnas indonesia', 'timnas indonesia lepas', 'indonesia lepas kalah', 'lepas kalah arab', 'kalah arab saudi', 'arab saudi erick', 'saudi erick minta', 'erick minta skuad', 'minta skuad garuda', 'skuad garuda segera', 'garuda segera bangkit']"
"['timnas', 'indonesia', 'derita', 'kalah', 'arab', 'saudi', 'laga', 'babak', 'empat', 'kualifikasi', 'piala', 'dunia', 'lepas', 'kalah', 'unggah', 'salah', 'satu', 'penggawa', 'garuda', 'justin', 'hubnner', 'bikin', 'panas']","['timnas indonesia', 'indonesia derita', 'derita kalah', 'kalah arab', 'arab saudi', 'saudi laga', 'laga babak', 'babak empat', 'empat kualifikasi', 'kualifikasi piala', 'piala dunia', 'dunia lepas', 'lepas kalah', 'kalah unggah', 'unggah salah', 'salah satu', 'satu penggawa', 'penggawa garuda', 'garuda justin', 'justin hubnner', 'hubnner bikin', 'bikin panas']","['timnas indonesia derita', 'indonesia derita kalah', 'derita kalah arab', 'kalah arab saudi', 'arab saudi laga', 'saudi laga babak', 'laga babak empat', 'babak empat kualifikasi', 'empat kualifikasi piala', 'kualifikasi piala dunia', 'piala dunia lepas', 'dunia lepas kalah', 'lepas kalah unggah', 'kalah unggah salah', 'unggah salah satu', 'salah satu penggawa', 'satu penggawa garuda', 'penggawa garuda justin', 'garuda justin hubnner', 'justin hubnner bikin', 'hubnner bikin panas']"
"['orangorang', 'main', 'sepak', 'bola', 'omong', 'pola', 'main', 'justru', 'latih', 'kluivert', 'timnas', 'main', 'lebih', 'simpel', 'mungkin', 'cocok', 'terap', 'tim', 'peringkat', 'fifa', 'indonesia', 'masalah', 'kualitas', 'main', 'lokal', 'jelek', 'main']","['orangorang main', 'main sepak', 'sepak bola', 'bola omong', 'omong pola', 'pola main', 'main justru', 'justru latih', 'latih kluivert', 'kluivert timnas', 'timnas main', 'main lebih', 'lebih simpel', 'simpel mungkin', 'mungkin cocok', 'cocok terap', 'terap tim', 'tim peringkat', 'peringkat fifa', 'fifa indonesia', 'indonesia masalah', 'masalah kualitas', 'kualitas main', 'main lokal', 'lokal jelek', 'jelek main']","['orangorang main sepak', 'main sepak bola', 'sepak bola omong', 'bola omong pola', 'omong pola main', 'pola main justru', 'main justru latih', 'justru latih kluivert', 'latih kluivert timnas', 'kluivert timnas main', 'timnas main lebih', 'main lebih simpel', 'lebih simpel mungkin', 'simpel mungkin cocok', 'mungkin cocok terap', 'cocok terap tim', 'terap tim peringkat', 'tim peringkat fifa', 'peringkat fifa indonesia', 'fifa indonesia masalah', 'indonesia masalah kualitas', 'masalah kualitas main', 'kualitas main lokal', 'main lokal jelek', 'lokal jelek main']"
"['menteri', 'luar', 'negeri', 'menlu', 'belanda', 'david', 'van', 'weel', 'sampai', 'minta', 'maaf', 'publik', 'indonesia', 'usai', 'timnas', 'indonesia', 'kalah', 'arab', 'saudi', 'kualifikasi', 'piala', 'dunia', 'zona', 'asia', 'konferensi', 'pers', 'sama', 'menlu', 'sugiono', 'gedung', 'pancasila', 'van', 'weel']","['menteri luar', 'luar negeri', 'negeri menlu', 'menlu belanda', 'belanda david', 'david van', 'van weel', 'weel sampai', 'sampai minta', 'minta maaf', 'maaf publik', 'publik indonesia', 'indonesia usai', 'usai timnas', 'timnas indonesia', 'indonesia kalah', 'kalah arab', 'arab saudi', 'saudi kualifikasi', 'kualifikasi piala', 'piala dunia', 'dunia zona', 'zona asia', 'asia konferensi', 'konferensi pers', 'pers sama', 'sama menlu', 'menlu sugiono', 'sugiono gedung', 'gedung pancasila', 'pancasila van', 'van weel']","['menteri luar negeri', 'luar negeri menlu', 'negeri menlu belanda', 'menlu belanda david', 'belanda david van', 'david van weel', 'van weel sampai', 'weel sampai minta', 'sampai minta maaf', 'minta maaf publik', 'maaf publik indonesia', 'publik indonesia usai', 'indonesia usai timnas', 'usai timnas indonesia', 'timnas indonesia kalah', 'indonesia kalah arab', 'kalah arab saudi', 'arab saudi kualifikasi', 'saudi kualifikasi piala', 'kualifikasi piala dunia', 'piala dunia zona', 'dunia zona asia', 'zona asia konferensi', 'asia konferensi pers', 'konferensi pers sama', 'pers sama menlu', 'sama menlu sugiono', 'menlu sugiono gedung', 'sugiono gedung pancasila', 'gedung pancasila van', 'pancasila van weel']"
"['timnas', 'indonesia', 'tampak', 'gagap', 'sua', 'arab', 'saudi', 'babak', 'empat', 'kualifikasi', 'piala', 'dunia', 'pasu', 'garuda', 'halau', 'arab', 'saudi', 'kini', 'jauh', 'lebih', 'kuat', 'ketimbang', 'september', 'lalu']","['timnas indonesia', 'indonesia tampak', 'tampak gagap', 'gagap sua', 'sua arab', 'arab saudi', 'saudi babak', 'babak empat', 'empat kualifikasi', 'kualifikasi piala', 'piala dunia', 'dunia pasu', 'pasu garuda', 'garuda halau', 'halau arab', 'arab saudi', 'saudi kini', 'kini jauh', 'jauh lebih', 'lebih kuat', 'kuat ketimbang', 'ketimbang september', 'september lalu']","['timnas indonesia tampak', 'indonesia tampak gagap', 'tampak gagap sua', 'gagap sua arab', 'sua arab saudi', 'arab saudi babak', 'saudi babak empat', 'babak empat kualifikasi', 'empat kualifikasi piala', 'kualifikasi piala dunia', 'piala dunia pasu', 'dunia pasu garuda', 'pasu garuda halau', 'garuda halau arab', 'halau arab saudi', 'arab saudi kini', 'saudi kini jauh', 'kini jauh lebih', 'jauh lebih kuat', 'lebih kuat ketimbang', 'kuat ketimbang september', 'ketimbang september lalu']"
"['makanya', 'gausah', 'ngadi', 'sok', 'ganti', 'latih', 'kynya', 'sty', 'sudah', 'jodoh', 'timnas', 'indonesia']","['makanya gausah', 'gausah ngadi', 'ngadi sok', 'sok ganti', 'ganti latih', 'latih kynya', 'kynya sty', 'sty sudah', 'sudah jodoh', 'jodoh timnas', 'timnas indonesia']","['makanya gausah ngadi', 'gausah ngadi sok', 'ngadi sok ganti', 'sok ganti latih', 'ganti latih kynya', 'latih kynya sty', 'kynya sty sudah', 'sty sudah jodoh', 'sudah jodoh timnas', 'jodoh timnas indonesia']"
"['patrick', 'kluivert', 'cetak', 'sejarah', 'bikin', 'timnas', 'indonesia', 'menang', 'atas', 'irak', 'kualifikasi', 'piala', 'dunia', 'zona', 'asia']","['patrick kluivert', 'kluivert cetak', 'cetak sejarah', 'sejarah bikin', 'bikin timnas', 'timnas indonesia', 'indonesia menang', 'menang atas', 'atas irak', 'irak kualifikasi', 'kualifikasi piala', 'piala dunia', 'dunia zona', 'zona asia']","['patrick kluivert cetak', 'kluivert cetak sejarah', 'cetak sejarah bikin', 'sejarah bikin timnas', 'bikin timnas indonesia', 'timnas indonesia menang', 'indonesia menang atas', 'menang atas irak', 'atas irak kualifikasi', 'irak kualifikasi piala', 'kualifikasi piala dunia', 'piala dunia zona', 'dunia zona asia']"
"['patrick', 'kluivert', 'cetak', 'sejarah', 'bikin', 'timnas', 'indonesia', 'menang', 'atas', 'irak', 'kualifikasi', 'piala', 'dunia', 'zona', 'asia']","['patrick kluivert', 'kluivert cetak', 'cetak sejarah', 'sejarah bikin', 'bikin timnas', 'timnas indonesia', 'indonesia menang', 'menang atas', 'atas irak', 'irak kualifikasi', 'kualifikasi piala', 'piala dunia', 'dunia zona', 'zona asia']","['patrick kluivert cetak', 'kluivert cetak sejarah', 'cetak sejarah bikin', 'sejarah bikin timnas', 'bikin timnas indonesia', 'timnas indonesia menang', 'indonesia menang atas', 'menang atas irak', 'atas irak kualifikasi', 'irak kualifikasi piala', 'kualifikasi piala dunia', 'piala dunia zona', 'dunia zona asia']"
"['breaking', 'mantan', 'latih', 'timnas', 'indonesia', 'shin', 'taeyong', 'resmi', 'pecat', 'klub', 'korea', 'selatan', 'ulsan', 'kamis', 'usai', 'rentet', 'hasil', 'buruk', 'dapat', 'shin', 'taeyong', 'main', 'tanding', 'raih', 'menang', 'sob']","['breaking mantan', 'mantan latih', 'latih timnas', 'timnas indonesia', 'indonesia shin', 'shin taeyong', 'taeyong resmi', 'resmi pecat', 'pecat klub', 'klub korea', 'korea selatan', 'selatan ulsan', 'ulsan kamis', 'kamis usai', 'usai rentet', 'rentet hasil', 'hasil buruk', 'buruk dapat', 'dapat shin', 'shin taeyong', 'taeyong main', 'main tanding', 'tanding raih', 'raih menang', 'menang sob']","['breaking mantan latih', 'mantan latih timnas', 'latih timnas indonesia', 'timnas indonesia shin', 'indonesia shin taeyong', 'shin taeyong resmi', 'taeyong resmi pecat', 'resmi pecat klub', 'pecat klub korea', 'klub korea selatan', 'korea selatan ulsan', 'selatan ulsan kamis', 'ulsan kamis usai', 'kamis usai rentet', 'usai rentet hasil', 'rentet hasil buruk', 'hasil buruk dapat', 'buruk dapat shin', 'dapat shin taeyong', 'shin taeyong main', 'taeyong main tanding', 'main tanding raih', 'tanding raih menang', 'raih menang sob']"
"['news', 'hot', 'timnas', 'indonesia', 'terima', 'kalah', 'sakit', 'lawan', 'arab', 'saudi']","['news hot', 'hot timnas', 'timnas indonesia', 'indonesia terima', 'terima kalah', 'kalah sakit', 'sakit lawan', 'lawan arab', 'arab saudi']","['news hot timnas', 'hot timnas indonesia', 'timnas indonesia terima', 'indonesia terima kalah', 'terima kalah sakit', 'kalah sakit lawan', 'sakit lawan arab', 'lawan arab saudi']"
"['news', 'hot', 'laga', 'lawan', 'timnas', 'arab', 'saudi', 'akhir', 'suporter', 'timnas', 'indonesia', 'berbondongbondong', 'sampai', 'mohon', 'maaf', 'wasit', 'ahmad', 'alali', 'media', 'sosial']","['news hot', 'hot laga', 'laga lawan', 'lawan timnas', 'timnas arab', 'arab saudi', 'saudi akhir', 'akhir suporter', 'suporter timnas', 'timnas indonesia', 'indonesia berbondongbondong', 'berbondongbondong sampai', 'sampai mohon', 'mohon maaf', 'maaf wasit', 'wasit ahmad', 'ahmad alali', 'alali media', 'media sosial']","['news hot laga', 'hot laga lawan', 'laga lawan timnas', 'lawan timnas arab', 'timnas arab saudi', 'arab saudi akhir', 'saudi akhir suporter', 'akhir suporter timnas', 'suporter timnas indonesia', 'timnas indonesia berbondongbondong', 'indonesia berbondongbondong sampai', 'berbondongbondong sampai mohon', 'sampai mohon maaf', 'mohon maaf wasit', 'maaf wasit ahmad', 'wasit ahmad alali', 'ahmad alali media', 'alali media sosial']"
