full_text,bigrams
"['suatu', 'tiba', 'post', 'berita', 'timnas', 'indonesia', 'selang', 'berapa', 'lama', 'endorse', 'cuma', 'betul']","['suatu tiba', 'tiba post', 'post berita', 'berita timnas', 'timnas indonesia', 'indonesia selang', 'selang berapa', 'berapa lama', 'lama endorse', 'endorse cuma', 'cuma betul']"
"['menlu', 'belanda', 'minta', 'maaf', 'usai', 'timnas', 'indonesia', 'kalah', 'arab', 'saudi', 'kamu', 'wajar', 'baca', 'lengkap', 'artikel', 'timnasindonesia', 'kualifikasipialadunia', 'patrickkluivert']","['menlu belanda', 'belanda minta', 'minta maaf', 'maaf usai', 'usai timnas', 'timnas indonesia', 'indonesia kalah', 'kalah arab', 'arab saudi', 'saudi kamu', 'kamu wajar', 'wajar baca', 'baca lengkap', 'lengkap artikel', 'artikel timnasindonesia', 'timnasindonesia kualifikasipialadunia', 'kualifikasipialadunia patrickkluivert']"
"['tum', 'pssi', 'erick', 'thohir', 'pesan', 'timnas', 'indonesia', 'lepas', 'kalah', 'arab', 'saudi', 'erick', 'minta', 'skuad', 'garuda', 'segera', 'bangkit']","['tum pssi', 'pssi erick', 'erick thohir', 'thohir pesan', 'pesan timnas', 'timnas indonesia', 'indonesia lepas', 'lepas kalah', 'kalah arab', 'arab saudi', 'saudi erick', 'erick minta', 'minta skuad', 'skuad garuda', 'garuda segera', 'segera bangkit']"
"['timnas', 'indonesia', 'derita', 'kalah', 'arab', 'saudi', 'laga', 'babak', 'empat', 'kualifikasi', 'piala', 'dunia', 'lepas', 'kalah', 'unggah', 'salah', 'satu', 'penggawa', 'garuda', 'justin', 'hubnner', 'bikin', 'panas']","['timnas indonesia', 'indonesia derita', 'derita kalah', 'kalah arab', 'arab saudi', 'saudi laga', 'laga babak', 'babak empat', 'empat kualifikasi', 'kualifikasi piala', 'piala dunia', 'dunia lepas', 'lepas kalah', 'kalah unggah', 'unggah salah', 'salah satu', 'satu penggawa', 'penggawa garuda', 'garuda justin', 'justin hubnner', 'hubnner bikin', 'bikin panas']"
"['orangorang', 'main', 'sepak', 'bola', 'omong', 'pola', 'main', 'justru', 'latih', 'kluivert', 'timnas', 'main', 'lebih', 'simpel', 'mungkin', 'cocok', 'terap', 'tim', 'peringkat', 'fifa', 'indonesia', 'masalah', 'kualitas', 'main', 'lokal', 'jelek', 'main']","['orangorang main', 'main sepak', 'sepak bola', 'bola omong', 'omong pola', 'pola main', 'main justru', 'justru latih', 'latih kluivert', 'kluivert timnas', 'timnas main', 'main lebih', 'lebih simpel', 'simpel mungkin', 'mungkin cocok', 'cocok terap', 'terap tim', 'tim peringkat', 'peringkat fifa', 'fifa indonesia', 'indonesia masalah', 'masalah kualitas', 'kualitas main', 'main lokal', 'lokal jelek', 'jelek main']"
"['menteri', 'luar', 'negeri', 'menlu', 'belanda', 'david', 'van', 'weel', 'sampai', 'minta', 'maaf', 'publik', 'indonesia', 'usai', 'timnas', 'indonesia', 'kalah', 'arab', 'saudi', 'kualifikasi', 'piala', 'dunia', 'zona', 'asia', 'konferensi', 'pers', 'sama', 'menlu', 'sugiono', 'gedung', 'pancasila', 'van', 'weel']","['menteri luar', 'luar negeri', 'negeri menlu', 'menlu belanda', 'belanda david', 'david van', 'van weel', 'weel sampai', 'sampai minta', 'minta maaf', 'maaf publik', 'publik indonesia', 'indonesia usai', 'usai timnas', 'timnas indonesia', 'indonesia kalah', 'kalah arab', 'arab saudi', 'saudi kualifikasi', 'kualifikasi piala', 'piala dunia', 'dunia zona', 'zona asia', 'asia konferensi', 'konferensi pers', 'pers sama', 'sama menlu', 'menlu sugiono', 'sugiono gedung', 'gedung pancasila', 'pancasila van', 'van weel']"
"['timnas', 'indonesia', 'tampak', 'gagap', 'sua', 'arab', 'saudi', 'babak', 'empat', 'kualifikasi', 'piala', 'dunia', 'pasu', 'garuda', 'halau', 'arab', 'saudi', 'kini', 'jauh', 'lebih', 'kuat', 'ketimbang', 'september', 'lalu']","['timnas indonesia', 'indonesia tampak', 'tampak gagap', 'gagap sua', 'sua arab', 'arab saudi', 'saudi babak', 'babak empat', 'empat kualifikasi', 'kualifikasi piala', 'piala dunia', 'dunia pasu', 'pasu garuda', 'garuda halau', 'halau arab', 'arab saudi', 'saudi kini', 'kini jauh', 'jauh lebih', 'lebih kuat', 'kuat ketimbang', 'ketimbang september', 'september lalu']"
"['makanya', 'gausah', 'ngadi', 'sok', 'ganti', 'latih', 'kynya', 'sty', 'sudah', 'jodoh', 'timnas', 'indonesia']","['makanya gausah', 'gausah ngadi', 'ngadi sok', 'sok ganti', 'ganti latih', 'latih kynya', 'kynya sty', 'sty sudah', 'sudah jodoh', 'jodoh timnas', 'timnas indonesia']"
"['patrick', 'kluivert', 'cetak', 'sejarah', 'bikin', 'timnas', 'indonesia', 'menang', 'atas', 'irak', 'kualifikasi', 'piala', 'dunia', 'zona', 'asia']","['patrick kluivert', 'kluivert cetak', 'cetak sejarah', 'sejarah bikin', 'bikin timnas', 'timnas indonesia', 'indonesia menang', 'menang atas', 'atas irak', 'irak kualifikasi', 'kualifikasi piala', 'piala dunia', 'dunia zona', 'zona asia']"
"['patrick', 'kluivert', 'cetak', 'sejarah', 'bikin', 'timnas', 'indonesia', 'menang', 'atas', 'irak', 'kualifikasi', 'piala', 'dunia', 'zona', 'asia']","['patrick kluivert', 'kluivert cetak', 'cetak sejarah', 'sejarah bikin', 'bikin timnas', 'timnas indonesia', 'indonesia menang', 'menang atas', 'atas irak', 'irak kualifikasi', 'kualifikasi piala', 'piala dunia', 'dunia zona', 'zona asia']"
"['breaking', 'mantan', 'latih', 'timnas', 'indonesia', 'shin', 'taeyong', 'resmi', 'pecat', 'klub', 'korea', 'selatan', 'ulsan', 'kamis', 'usai', 'rentet', 'hasil', 'buruk', 'dapat', 'shin', 'taeyong', 'main', 'tanding', 'raih', 'menang', 'sob']","['breaking mantan', 'mantan latih', 'latih timnas', 'timnas indonesia', 'indonesia shin', 'shin taeyong', 'taeyong resmi', 'resmi pecat', 'pecat klub', 'klub korea', 'korea selatan', 'selatan ulsan', 'ulsan kamis', 'kamis usai', 'usai rentet', 'rentet hasil', 'hasil buruk', 'buruk dapat', 'dapat shin', 'shin taeyong', 'taeyong main', 'main tanding', 'tanding raih', 'raih menang', 'menang sob']"
"['news', 'hot', 'timnas', 'indonesia', 'terima', 'kalah', 'sakit', 'lawan', 'arab', 'saudi']","['news hot', 'hot timnas', 'timnas indonesia', 'indonesia terima', 'terima kalah', 'kalah sakit', 'sakit lawan', 'lawan arab', 'arab saudi']"
"['news', 'hot', 'laga', 'lawan', 'timnas', 'arab', 'saudi', 'akhir', 'suporter', 'timnas', 'indonesia', 'berbondongbondong', 'sampai', 'mohon', 'maaf', 'wasit', 'ahmad', 'alali', 'media', 'sosial']","['news hot', 'hot laga', 'laga lawan', 'lawan timnas', 'timnas arab', 'arab saudi', 'saudi akhir', 'akhir suporter', 'suporter timnas', 'timnas indonesia', 'indonesia berbondongbondong', 'berbondongbondong sampai', 'sampai mohon', 'mohon maaf', 'maaf wasit', 'wasit ahmad', 'ahmad alali', 'alali media', 'media sosial']"
"['malam', 'timnas', 'indonesia', 'kalah', 'lawan', 'saudi', 'pagi', 'dapat', 'kabar', 'eks', 'latih', 'timnas', 'shin', 'taeyong', 'pecat', 'ulsan']","['malam timnas', 'timnas indonesia', 'indonesia kalah', 'kalah lawan', 'lawan saudi', 'saudi pagi', 'pagi dapat', 'dapat kabar', 'kabar eks', 'eks latih', 'latih timnas', 'timnas shin', 'shin taeyong', 'taeyong pecat', 'pecat ulsan']"
"['patrick', 'kluivert', 'cetak', 'sejarah', 'bikin', 'timnas', 'indonesia', 'menang', 'atas', 'irak', 'kualifikasi', 'piala', 'dunia', 'zona', 'asia']","['patrick kluivert', 'kluivert cetak', 'cetak sejarah', 'sejarah bikin', 'bikin timnas', 'timnas indonesia', 'indonesia menang', 'menang atas', 'atas irak', 'irak kualifikasi', 'kualifikasi piala', 'piala dunia', 'dunia zona', 'zona asia']"
"['timnas', 'indonesia', 'takluk', 'arab', 'saudi', 'skor', 'lanjut', 'kualifikasi', 'piala', 'dunia', 'ronde', 'zona', 'asia', 'ubah', 'line', 'formasi', 'laku', 'tanding', 'main', 'marc', 'klok', 'beckham', 'putera', 'sejak', 'awal', 'laga', 'cadang', 'thom', 'haye']","['timnas indonesia', 'indonesia takluk', 'takluk arab', 'arab saudi', 'saudi skor', 'skor lanjut', 'lanjut kualifikasi', 'kualifikasi piala', 'piala dunia', 'dunia ronde', 'ronde zona', 'zona asia', 'asia ubah', 'ubah line', 'line formasi', 'formasi laku', 'laku tanding', 'tanding main', 'main marc', 'marc klok', 'klok beckham', 'beckham putera', 'putera sejak', 'sejak awal', 'awal laga', 'laga cadang', 'cadang thom', 'thom haye']"
"['rekor', 'buruk', 'timnas', 'indonesia', 'temu', 'arab', 'saudi', 'cuma', 'menang', 'sekali', 'temu', 'akhir']","['rekor buruk', 'buruk timnas', 'timnas indonesia', 'indonesia temu', 'temu arab', 'arab saudi', 'saudi cuma', 'cuma menang', 'menang sekali', 'sekali temu', 'temu akhir']"
"['latih', 'asal', 'jepang', 'marcos', 'sugiyama', 'tangan', 'tim', 'nasional', 'bola', 'voli', 'putri', 'indonesia', 'sea', 'games']","['latih asal', 'asal jepang', 'jepang marcos', 'marcos sugiyama', 'sugiyama tangan', 'tangan tim', 'tim nasional', 'nasional bola', 'bola voli', 'voli putri', 'putri indonesia', 'indonesia sea', 'sea games']"
"['kasih', 'kasus', 'waktu', 'ituvklok', 'jadi', 'warga', 'negara', 'indonesia', 'tahun', 'klaim', 'punya', 'turun', 'indonesia', 'kakenya', 'menunjukam', 'dokumen', 'fifa', 'tunggu', 'tahun', 'tinggal', 'indonesia', 'baru', 'bela', 'timnas']","['kasih kasus', 'kasus waktu', 'waktu ituvklok', 'ituvklok jadi', 'jadi warga', 'warga negara', 'negara indonesia', 'indonesia tahun', 'tahun klaim', 'klaim punya', 'punya turun', 'turun indonesia', 'indonesia kakenya', 'kakenya menunjukam', 'menunjukam dokumen', 'dokumen fifa', 'fifa tunggu', 'tunggu tahun', 'tahun tinggal', 'tinggal indonesia', 'indonesia baru', 'baru bela', 'bela timnas']"
"['muslim', 'arab', 'doa', 'timnasnya', 'masuk', 'akal', 'sama', 'muslim', 'lha', 'muslim', 'indonesia', 'doa', 'timnas', 'isi', 'non', 'muslim', 'kacau']","['muslim arab', 'arab doa', 'doa timnasnya', 'timnasnya masuk', 'masuk akal', 'akal sama', 'sama muslim', 'muslim lha', 'lha muslim', 'muslim indonesia', 'indonesia doa', 'doa timnas', 'timnas isi', 'isi non', 'non muslim', 'muslim kacau']"
"['catat', 'jadwal', 'siar', 'langsung', 'timnas', 'indonesia', 'arab', 'saudi', 'putar', 'empat', 'kualifikasi', 'piala', 'dunia']","['catat jadwal', 'jadwal siar', 'siar langsung', 'langsung timnas', 'timnas indonesia', 'indonesia arab', 'arab saudi', 'saudi putar', 'putar empat', 'empat kualifikasi', 'kualifikasi piala', 'piala dunia']"
"['maarten', 'paes', 'bakar', 'semangat', 'suporter', 'timnas', 'indonesia']","['maarten paes', 'paes bakar', 'bakar semangat', 'semangat suporter', 'suporter timnas', 'timnas indonesia']"
"['bukan', 'kalengkaleng', 'nilai', 'pasar', 'timnas', 'indonesia', 'tembus', 'miliar', 'senggol', 'irak', 'kejar', 'arab', 'saudi']","['bukan kalengkaleng', 'kalengkaleng nilai', 'nilai pasar', 'pasar timnas', 'timnas indonesia', 'indonesia tembus', 'tembus miliar', 'miliar senggol', 'senggol irak', 'irak kejar', 'kejar arab', 'arab saudi']"
"['bukan', 'wasit', 'ngerjain', 'indonesia', 'malah', 'kluivert', 'bikin', 'formasi', 'tidak', 'sesuai', 'kondisi', 'ganti', 'main', 'laku', 'kurang', 'tepat', 'maksimal', 'ole', 'pialadunia', 'timnas', 'kluivert', 'indonesia']","['bukan wasit', 'wasit ngerjain', 'ngerjain indonesia', 'indonesia malah', 'malah kluivert', 'kluivert bikin', 'bikin formasi', 'formasi tidak', 'tidak sesuai', 'sesuai kondisi', 'kondisi ganti', 'ganti main', 'main laku', 'laku kurang', 'kurang tepat', 'tepat maksimal', 'maksimal ole', 'ole pialadunia', 'pialadunia timnas', 'timnas kluivert', 'kluivert indonesia']"
"['latih', 'timnas', 'indonesia', 'patrick', 'kluivert', 'harap', 'calvin', 'verdonk', 'segera', 'pulih']","['latih timnas', 'timnas indonesia', 'indonesia patrick', 'patrick kluivert', 'kluivert harap', 'harap calvin', 'calvin verdonk', 'verdonk segera', 'segera pulih']"
"['jadi', 'timnas', 'tuh', 'indonesia', 'apa', 'hindia', 'belanda']","['jadi timnas', 'timnas tuh', 'tuh indonesia', 'indonesia apa', 'apa hindia', 'hindia belanda']"
"['sty', 'sama', 'timnas', 'indo', 'otu', 'ibarat', 'benang', 'kasut', 'alon', 'rapihkan', 'frekwensinya', 'sudah', 'dapat', 'dengan', 'feeling', 'sty', 'jadi', 'paham', 'kan', 'ayo', 'beri', 'paham', 'erik', 'indonesia']","['sty sama', 'sama timnas', 'timnas indo', 'indo otu', 'otu ibarat', 'ibarat benang', 'benang kasut', 'kasut alon', 'alon rapihkan', 'rapihkan frekwensinya', 'frekwensinya sudah', 'sudah dapat', 'dapat dengan', 'dengan feeling', 'feeling sty', 'sty jadi', 'jadi paham', 'paham kan', 'kan ayo', 'ayo beri', 'beri paham', 'paham erik', 'erik indonesia']"
"['skenario', 'timnas', 'indonesia', 'lolos', 'langsung', 'meski', 'kalah', 'arab', 'saudi', 'syarat', 'indonesia', 'menang', 'minimal', 'selisih', 'gol', 'atas', 'timnas', 'irak', 'laga', 'akhir', 'kemudian', 'arab', 'saudi', 'kalah', 'minimal', 'selisih', 'gol', 'irak', 'klok', 'zonauang', 'timnas', 'timnasindonesia']","['skenario timnas', 'timnas indonesia', 'indonesia lolos', 'lolos langsung', 'langsung meski', 'meski kalah', 'kalah arab', 'arab saudi', 'saudi syarat', 'syarat indonesia', 'indonesia menang', 'menang minimal', 'minimal selisih', 'selisih gol', 'gol atas', 'atas timnas', 'timnas irak', 'irak laga', 'laga akhir', 'akhir kemudian', 'kemudian arab', 'arab saudi', 'saudi kalah', 'kalah minimal', 'minimal selisih', 'selisih gol', 'gol irak', 'irak klok', 'klok zonauang', 'zonauang timnas', 'timnas timnasindonesia']"
"['marselino', 'ferdinan', 'tidak', 'main', 'intip', 'ganti', 'potensial', 'jelang', 'laga', 'timnas', 'indonesia', 'arab', 'saudi']","['marselino ferdinan', 'ferdinan tidak', 'tidak main', 'main intip', 'intip ganti', 'ganti potensial', 'potensial jelang', 'jelang laga', 'laga timnas', 'timnas indonesia', 'indonesia arab', 'arab saudi']"
"['kalau', 'penting', 'taktik', 'taktik', 'tidak', 'sesuai', 'kurikulum', 'usia', 'muda', 'indonesia', 'ngapain', 'main', 'lokal', 'kasih', 'harap', 'main', 'timnas', 'kalau', 'peluang', 'tutup', 'butuh', 'taktik']","['kalau penting', 'penting taktik', 'taktik taktik', 'taktik tidak', 'tidak sesuai', 'sesuai kurikulum', 'kurikulum usia', 'usia muda', 'muda indonesia', 'indonesia ngapain', 'ngapain main', 'main lokal', 'lokal kasih', 'kasih harap', 'harap main', 'main timnas', 'timnas kalau', 'kalau peluang', 'peluang tutup', 'tutup butuh', 'butuh taktik']"
"['faktor', 'krusial', 'timnas', 'indonesia', 'lolos', 'piala', 'dunia', 'patrick', 'kluivert', 'siap', 'ukir', 'sejarah', 'indah']","['faktor krusial', 'krusial timnas', 'timnas indonesia', 'indonesia lolos', 'lolos piala', 'piala dunia', 'dunia patrick', 'patrick kluivert', 'kluivert siap', 'siap ukir', 'ukir sejarah', 'sejarah indah']"
"['optimisme', 'tinggi', 'latih', 'timnas', 'indonesia', 'patrick', 'kluivert', 'bikin', 'suporter', 'arab', 'saudi', 'ngamuk', 'kandang', 'sendiri']","['optimisme tinggi', 'tinggi latih', 'latih timnas', 'timnas indonesia', 'indonesia patrick', 'patrick kluivert', 'kluivert bikin', 'bikin suporter', 'suporter arab', 'arab saudi', 'saudi ngamuk', 'ngamuk kandang', 'kandang sendiri']"
"['timnas', 'indonesia', 'india', 'indra', 'sjafri', 'bukan', 'gambar', 'sea', 'games']","['timnas indonesia', 'indonesia india', 'india indra', 'indra sjafri', 'sjafri bukan', 'bukan gambar', 'gambar sea', 'sea games']"
"['optimisme', 'tinggi', 'nil', 'maizar', 'timnas', 'indonesia', 'punya', 'segala', 'tuju', 'piala', 'dunia']","['optimisme tinggi', 'tinggi nil', 'nil maizar', 'maizar timnas', 'timnas indonesia', 'indonesia punya', 'punya segala', 'segala tuju', 'tuju piala', 'piala dunia']"
"['saya', 'lihat', 'kondisi', 'sekarang', 'ganti', 'emang', 'untung', 'pesepakbola', 'muda', 'indonesia', 'tidak', 'pernah', 'latih', 'sty', 'ekosistem', 'sepakbola', 'usia', 'muda', 'indonesia', 'peluang', 'mai', 'masuk', 'timnas', 'buka']","['saya lihat', 'lihat kondisi', 'kondisi sekarang', 'sekarang ganti', 'ganti emang', 'emang untung', 'untung pesepakbola', 'pesepakbola muda', 'muda indonesia', 'indonesia tidak', 'tidak pernah', 'pernah latih', 'latih sty', 'sty ekosistem', 'ekosistem sepakbola', 'sepakbola usia', 'usia muda', 'muda indonesia', 'indonesia peluang', 'peluang mai', 'mai masuk', 'masuk timnas', 'timnas buka']"
"['indonesia', 'puas', 'skor', 'akhir', 'atas', 'arab', 'saudi', 'juang', 'kalian', 'luar', 'biasa', 'terus', 'semangat', 'garuda', 'kalian', 'keren', 'banget', 'beranicetakgol', 'timnas', 'timnasday', 'milklifesoccer', 'milklifesoccerchallenge', 'afc']","['indonesia puas', 'puas skor', 'skor akhir', 'akhir atas', 'atas arab', 'arab saudi', 'saudi juang', 'juang kalian', 'kalian luar', 'luar biasa', 'biasa terus', 'terus semangat', 'semangat garuda', 'garuda kalian', 'kalian keren', 'keren banget', 'banget beranicetakgol', 'beranicetakgol timnas', 'timnas timnasday', 'timnasday milklifesoccer', 'milklifesoccer milklifesoccerchallenge', 'milklifesoccerchallenge afc']"
"['timnas', 'indonesia', 'gagal', 'curi', 'poin', 'jeddah', 'semangat', 'garuda', 'tetap', 'bara']","['timnas indonesia', 'indonesia gagal', 'gagal curi', 'curi poin', 'poin jeddah', 'jeddah semangat', 'semangat garuda', 'garuda tetap', 'tetap bara']"
"['balik', 'timnas', 'indonesia', 'coach']","['balik timnas', 'timnas indonesia', 'indonesia coach']"
"['publik', 'vietnam', 'nilai', 'pintu', 'gerbang', 'tuju', 'piala', 'dunia', 'makin', 'tutup', 'timnas', 'indonesia', 'usai', 'kalah', 'arab', 'saudi']","['publik vietnam', 'vietnam nilai', 'nilai pintu', 'pintu gerbang', 'gerbang tuju', 'tuju piala', 'piala dunia', 'dunia makin', 'makin tutup', 'tutup timnas', 'timnas indonesia', 'indonesia usai', 'usai kalah', 'kalah arab', 'arab saudi']"
"['laga', 'timnas', 'indonesia', 'lawan', 'arab', 'saudi', 'babak', 'comeback', 'spesial', 'ole', 'romeny', 'maarten', 'paes', 'meski', 'garuda', 'aku', 'unggul', 'tuan', 'rumah', 'performa', 'ole', 'paes', 'tetap', 'gemilang']","['laga timnas', 'timnas indonesia', 'indonesia lawan', 'lawan arab', 'arab saudi', 'saudi babak', 'babak comeback', 'comeback spesial', 'spesial ole', 'ole romeny', 'romeny maarten', 'maarten paes', 'paes meski', 'meski garuda', 'garuda aku', 'aku unggul', 'unggul tuan', 'tuan rumah', 'rumah performa', 'performa ole', 'ole paes', 'paes tetap', 'tetap gemilang']"
"['publik', 'vietnam', 'nilai', 'pintu', 'gerbang', 'tuju', 'piala', 'dunia', 'makin', 'tutup', 'timnas', 'indonesia', 'usai', 'kalah', 'arab', 'saudi']","['publik vietnam', 'vietnam nilai', 'nilai pintu', 'pintu gerbang', 'gerbang tuju', 'tuju piala', 'piala dunia', 'dunia makin', 'makin tutup', 'tutup timnas', 'timnas indonesia', 'indonesia usai', 'usai kalah', 'kalah arab', 'arab saudi']"
"['harap', 'legenda', 'baya', 'surabaya', 'kurniawan', 'dwi', 'yulianto', 'kirim', 'doa', 'baik', 'timnas', 'indonesia']","['harap legenda', 'legenda baya', 'baya surabaya', 'surabaya kurniawan', 'kurniawan dwi', 'dwi yulianto', 'yulianto kirim', 'kirim doa', 'doa baik', 'baik timnas', 'timnas indonesia']"
"['timnas', 'indonesia', 'kalah', 'arab', 'saudi', 'puruk', 'dasar', 'klasemen', 'grup', 'beritanasional', 'timnasindonesia', 'pialadunia']","['timnas indonesia', 'indonesia kalah', 'kalah arab', 'arab saudi', 'saudi puruk', 'puruk dasar', 'dasar klasemen', 'klasemen grup', 'grup beritanasional', 'beritanasional timnasindonesia', 'timnasindonesia pialadunia']"
"['indonesia', 'cuma', 'alat', 'naikin', 'profit', 'jadi', 'skenario', 'indah', 'mungkin', 'fans', 'gila', 'timnas', 'indonesia', 'melambang', 'pildun']","['indonesia cuma', 'cuma alat', 'alat naikin', 'naikin profit', 'profit jadi', 'jadi skenario', 'skenario indah', 'indah mungkin', 'mungkin fans', 'fans gila', 'gila timnas', 'timnas indonesia', 'indonesia melambang', 'melambang pildun']"
"['auto', 'timnas', 'indonesia']","['auto timnas', 'timnas indonesia']"
"['udeh', 'apa', 'hasil', 'tetep', 'indonesia', 'pssi', 'sampeyan', 'ora', 'mutu']","['udeh apa', 'apa hasil', 'hasil tetep', 'tetep indonesia', 'indonesia pssi', 'pssi sampeyan', 'sampeyan ora', 'ora mutu']"
"['isi', 'kosong', 'kosong', 'isi', 'kepala', 'orang', 'isi', 'kosong', 'suruh', 'jadi', 'ketua', 'pssi', 'kasi', 'banget', 'antusiame', 'cinta', 'sepak', 'bola', 'indonesia', 'jadi', 'alas', 'kaki']","['isi kosong', 'kosong kosong', 'kosong isi', 'isi kepala', 'kepala orang', 'orang isi', 'isi kosong', 'kosong suruh', 'suruh jadi', 'jadi ketua', 'ketua pssi', 'pssi kasi', 'kasi banget', 'banget antusiame', 'antusiame cinta', 'cinta sepak', 'sepak bola', 'bola indonesia', 'indonesia jadi', 'jadi alas', 'alas kaki']"
"['gerbong', 'tua', 'indonesia', 'musnah', 'dalam', 'sejarah', 'timnas', 'lilipaly', 'klok', 'lokal', 'lokal', 'punya', 'kualitas', 'mentalitas', 'wajib', 'out']","['gerbong tua', 'tua indonesia', 'indonesia musnah', 'musnah dalam', 'dalam sejarah', 'sejarah timnas', 'timnas lilipaly', 'lilipaly klok', 'klok lokal', 'lokal lokal', 'lokal punya', 'punya kualitas', 'kualitas mentalitas', 'mentalitas wajib', 'wajib out']"
"['menang', 'memang', 'lama', 'tahun', 'sejak', 'irak', 'menang', 'kali', 'temu', 'akhir', 'tanding', 'baru', 'irak', 'indonesia', 'moga', 'timnas', 'balik', 'tren']","['menang memang', 'memang lama', 'lama tahun', 'tahun sejak', 'sejak irak', 'irak menang', 'menang kali', 'kali temu', 'temu akhir', 'akhir tanding', 'tanding baru', 'baru irak', 'irak indonesia', 'indonesia moga', 'moga timnas', 'timnas balik', 'balik tren']"
"['jamin', 'tahun', 'depan', 'timnas', 'malay', 'kualitas', 'liga', 'sekarang', 'tidak', 'lebih', 'baik', 'indonesia']","['jamin tahun', 'tahun depan', 'depan timnas', 'timnas malay', 'malay kualitas', 'kualitas liga', 'liga sekarang', 'sekarang tidak', 'tidak lebih', 'lebih baik', 'baik indonesia']"
"['peluang', 'timnas', 'indonesia', 'lolos', 'langsung', 'putar', 'final', 'piala', 'dunia', 'makin', 'tip']","['peluang timnas', 'timnas indonesia', 'indonesia lolos', 'lolos langsung', 'langsung putar', 'putar final', 'final piala', 'piala dunia', 'dunia makin', 'makin tip']"
"['dasar', 'data', 'sumber', 'transfermarkt', 'rekor', 'temu', 'timnas', 'indonesia', 'senior', 'irak', 'hingga', 'oktober', 'tanding', 'indonesia', 'menang', 'imbang', 'kalah', 'menang', 'indonesia', 'sekali', 'irak', 'dominan', 'temu', 'baru']","['dasar data', 'data sumber', 'sumber transfermarkt', 'transfermarkt rekor', 'rekor temu', 'temu timnas', 'timnas indonesia', 'indonesia senior', 'senior irak', 'irak hingga', 'hingga oktober', 'oktober tanding', 'tanding indonesia', 'indonesia menang', 'menang imbang', 'imbang kalah', 'kalah menang', 'menang indonesia', 'indonesia sekali', 'sekali irak', 'irak dominan', 'dominan temu', 'temu baru']"
"['ole', 'romeny', 'bawa', 'tas', 'juta', 'laga', 'timnas', 'indonesia', 'arab', 'saudi']","['ole romeny', 'romeny bawa', 'bawa tas', 'tas juta', 'juta laga', 'laga timnas', 'timnas indonesia', 'indonesia arab', 'arab saudi']"
"['kenang', 'pahit', 'timnas', 'arab', 'saudi', 'latih', 'timnas', 'garuda', 'sty', 'pecat', 'sty', 'arab', 'saudi', 'mampu', 'kalah', 'indonesia', 'kira', 'goblok', 'siapa']","['kenang pahit', 'pahit timnas', 'timnas arab', 'arab saudi', 'saudi latih', 'latih timnas', 'timnas garuda', 'garuda sty', 'sty pecat', 'pecat sty', 'sty arab', 'arab saudi', 'saudi mampu', 'mampu kalah', 'kalah indonesia', 'indonesia kira', 'kira goblok', 'goblok siapa']"
"['hasil', 'sangat', 'kecewa', 'main', 'tarung', 'singa', 'bangga', 'usaha', 'kata', 'kluivert', 'konferensi', 'pers']","['hasil sangat', 'sangat kecewa', 'kecewa main', 'main tarung', 'tarung singa', 'singa bangga', 'bangga usaha', 'usaha kata', 'kata kluivert', 'kluivert konferensi', 'konferensi pers']"
"['dal', 'emas', 'timnas', 'indonesia', 'lupain']","['dal emas', 'emas timnas', 'timnas indonesia', 'indonesia lupain']"
"['timnas', 'indonesia', 'hari', 'panas', 'laga', 'kualifikasi', 'piala', 'dunia', 'lawan', 'arab', 'saudi', 'pukul', 'wib', 'skuad', 'latih', 'main', 'marc', 'klok', 'diskusi', 'strategi', 'latih', 'shin', 'taeyong', 'isu', 'patrickyakob', 'fanival', 'joongdunk', 'ramai', 'tweet', 'soal']","['timnas indonesia', 'indonesia hari', 'hari panas', 'panas laga', 'laga kualifikasi', 'kualifikasi piala', 'piala dunia', 'dunia lawan', 'lawan arab', 'arab saudi', 'saudi pukul', 'pukul wib', 'wib skuad', 'skuad latih', 'latih main', 'main marc', 'marc klok', 'klok diskusi', 'diskusi strategi', 'strategi latih', 'latih shin', 'shin taeyong', 'taeyong isu', 'isu patrickyakob', 'patrickyakob fanival', 'fanival joongdunk', 'joongdunk ramai', 'ramai tweet', 'tweet soal']"
"['rekor', 'temu', 'timnas', 'indonesia', 'irak']","['rekor temu', 'temu timnas', 'timnas indonesia', 'indonesia irak']"
"['mungkin', 'coach', 'shin', 'indonesia', 'maksud', 'pihak', 'pssi', 'nya']","['mungkin coach', 'coach shin', 'shin indonesia', 'indonesia maksud', 'maksud pihak', 'pihak pssi', 'pssi nya']"
"['news', 'hot', 'laga', 'ikut', 'timnas', 'indonesia', 'putar', 'empat', 'kualifikasi', 'piala', 'dunia', 'zona', 'asia', 'jadi', 'partai', 'hidup', 'mati', 'kontra', 'timnas', 'irak']","['news hot', 'hot laga', 'laga ikut', 'ikut timnas', 'timnas indonesia', 'indonesia putar', 'putar empat', 'empat kualifikasi', 'kualifikasi piala', 'piala dunia', 'dunia zona', 'zona asia', 'asia jadi', 'jadi partai', 'partai hidup', 'hidup mati', 'mati kontra', 'kontra timnas', 'timnas irak']"
