full_text,bigrams
"['kalah', 'arab', 'saudi', 'apa', 'strategi', 'timnas', 'indonesia', 'jelang', 'lawa', 'lewat']","['kalah arab', 'arab saudi', 'saudi apa', 'apa strategi', 'strategi timnas', 'timnas indonesia', 'indonesia jelang', 'jelang lawa', 'lawa lewat']"
"['fakta', 'bicara', 'main', 'bina', 'baya', 'pernah', 'mjd', 'pahlawan', 'timnas', 'ernando', 'jadi', 'pahlawan', 'adu', 'pinalti', 'korea', 'piala', 'asia', 'marcelino', 'jadi', 'hero', 'tunduk', 'arab', 'saudi', 'gbk', 'surabaya', 'untuk', 'indonesia', 'wani']","['fakta bicara', 'bicara main', 'main bina', 'bina baya', 'baya pernah', 'pernah mjd', 'mjd pahlawan', 'pahlawan timnas', 'timnas ernando', 'ernando jadi', 'jadi pahlawan', 'pahlawan adu', 'adu pinalti', 'pinalti korea', 'korea piala', 'piala asia', 'asia marcelino', 'marcelino jadi', 'jadi hero', 'hero tunduk', 'tunduk arab', 'arab saudi', 'saudi gbk', 'gbk surabaya', 'surabaya untuk', 'untuk indonesia', 'indonesia wani']"
"['timnas', 'indonesia', 'peluang', 'piala', 'dunia', 'meski', 'kalah', 'arab', 'saudi']","['timnas indonesia', 'indonesia peluang', 'peluang piala', 'piala dunia', 'dunia meski', 'meski kalah', 'kalah arab', 'arab saudi']"
"['diplomasi', 'sepak', 'bola', 'menlu', 'belanda', 'minta', 'maaf', 'garagara', 'timnas', 'indonesia', 'kalah', 'patrick', 'kluivert', 'gagal', 'menang', 'netijen', 'wah', 'level', 'minta', 'maaf', 'international', 'unikbanget', 'timnasind', 'sepakbola']","['diplomasi sepak', 'sepak bola', 'bola menlu', 'menlu belanda', 'belanda minta', 'minta maaf', 'maaf garagara', 'garagara timnas', 'timnas indonesia', 'indonesia kalah', 'kalah patrick', 'patrick kluivert', 'kluivert gagal', 'gagal menang', 'menang netijen', 'netijen wah', 'wah level', 'level minta', 'minta maaf', 'maaf international', 'international unikbanget', 'unikbanget timnasind', 'timnasind sepakbola']"
"['timnas', 'indonesia', 'kalah', 'tipis', 'arab', 'saudi', 'kualifikasi', 'piala', 'dunia']","['timnas indonesia', 'indonesia kalah', 'kalah tipis', 'tipis arab', 'arab saudi', 'saudi kualifikasi', 'kualifikasi piala', 'piala dunia']"
"['timnas', 'indonesia', 'aku', 'unggul', 'arab', 'saudi', 'skor', 'tipis', 'laga', 'kualifikasi', 'piala', 'dunia', 'zona', 'asia', 'stadion', 'king', 'abdullah', 'sports', 'city', 'jeddah', 'kamis', 'dini', 'hari', 'waktu', 'indonesia']","['timnas indonesia', 'indonesia aku', 'aku unggul', 'unggul arab', 'arab saudi', 'saudi skor', 'skor tipis', 'tipis laga', 'laga kualifikasi', 'kualifikasi piala', 'piala dunia', 'dunia zona', 'zona asia', 'asia stadion', 'stadion king', 'king abdullah', 'abdullah sports', 'sports city', 'city jeddah', 'jeddah kamis', 'kamis dini', 'dini hari', 'hari waktu', 'waktu indonesia']"
"['resmi', 'shin', 'taeyong', 'rupa', 'latih', 'baik', 'sejarah', 'timnas', 'indonesia', 'detikpontianak', 'pssi', 'bola', 'indonesia', 'timnas']","['resmi shin', 'shin taeyong', 'taeyong rupa', 'rupa latih', 'latih baik', 'baik sejarah', 'sejarah timnas', 'timnas indonesia', 'indonesia detikpontianak', 'detikpontianak pssi', 'pssi bola', 'bola indonesia', 'indonesia timnas']"
"['edar', 'pasar', 'gelap', 'tiket', 'timnas', 'indonesia', 'arab', 'saudi', 'blokir']","['edar pasar', 'pasar gelap', 'gelap tiket', 'tiket timnas', 'timnas indonesia', 'indonesia arab', 'arab saudi', 'saudi blokir']"
"['eksklusif', 'raut', 'kecewa', 'patrick', 'kluivert', 'usai', 'timnas', 'indonesia', 'tumbang', 'arab', 'saudi']","['eksklusif raut', 'raut kecewa', 'kecewa patrick', 'patrick kluivert', 'kluivert usai', 'usai timnas', 'timnas indonesia', 'indonesia tumbang', 'tumbang arab', 'arab saudi']"
"['kalah', 'timnas', 'indonesia', 'arab', 'saudi', 'jadi', 'sorot', 'tajam', 'media', 'vietnam', 'thethao', 'nilai', 'hasil', 'sebut', 'tunjuk', 'mantan', 'latih', 'garuda', 'shin', 'taeyong', 'lebih', 'baik', 'banding', 'juru', 'taktik', 'baru', 'patrick', 'kluivert', 'patrickkluivert', 'sepakbola', 'bolaindo']","['kalah timnas', 'timnas indonesia', 'indonesia arab', 'arab saudi', 'saudi jadi', 'jadi sorot', 'sorot tajam', 'tajam media', 'media vietnam', 'vietnam thethao', 'thethao nilai', 'nilai hasil', 'hasil sebut', 'sebut tunjuk', 'tunjuk mantan', 'mantan latih', 'latih garuda', 'garuda shin', 'shin taeyong', 'taeyong lebih', 'lebih baik', 'baik banding', 'banding juru', 'juru taktik', 'taktik baru', 'baru patrick', 'patrick kluivert', 'kluivert patrickkluivert', 'patrickkluivert sepakbola', 'sepakbola bolaindo']"
"['konteks', 'post', 'seperti', 'meme', 'foto', 'lucu', 'yukatheoglen', 'nyindir', 'drama', 'pssi', 'latih', 'shin', 'taeyong', 'sty', 'barubaru', 'pssi', 'blunder', 'panjang', 'kontrak', 'sty', 'tibatiba', 'cabut', 'ambisi', 'pribadi', 'bikin', 'fans', 'kangen', 'era', 'latih', 'timnas', 'indonesia', 'banyak']","['konteks post', 'post seperti', 'seperti meme', 'meme foto', 'foto lucu', 'lucu yukatheoglen', 'yukatheoglen nyindir', 'nyindir drama', 'drama pssi', 'pssi latih', 'latih shin', 'shin taeyong', 'taeyong sty', 'sty barubaru', 'barubaru pssi', 'pssi blunder', 'blunder panjang', 'panjang kontrak', 'kontrak sty', 'sty tibatiba', 'tibatiba cabut', 'cabut ambisi', 'ambisi pribadi', 'pribadi bikin', 'bikin fans', 'fans kangen', 'kangen era', 'era latih', 'latih timnas', 'timnas indonesia', 'indonesia banyak']"
"['andai', 'punya', 'waktu', 'latih', 'lebih', 'banyak', 'timnas', 'indonesia', 'yakni', 'raih', 'hasil', 'lebih', 'baik', 'simak', 'komentar', 'pascalaga', 'patrick', 'kluivert', 'kalah', 'arab', 'saudi']","['andai punya', 'punya waktu', 'waktu latih', 'latih lebih', 'lebih banyak', 'banyak timnas', 'timnas indonesia', 'indonesia yakni', 'yakni raih', 'raih hasil', 'hasil lebih', 'lebih baik', 'baik simak', 'simak komentar', 'komentar pascalaga', 'pascalaga patrick', 'patrick kluivert', 'kluivert kalah', 'kalah arab', 'arab saudi']"
"['jeblok', 'rapor', 'merah', 'main', 'timnas', 'indonesia', 'patrick', 'kluivert', 'evaluasi', 'jelang', 'hadap', 'irak']","['jeblok rapor', 'rapor merah', 'merah main', 'main timnas', 'timnas indonesia', 'indonesia patrick', 'patrick kluivert', 'kluivert evaluasi', 'evaluasi jelang', 'jelang hadap', 'hadap irak']"
"['ignya', 'timnas', 'indonesia', 'min']","['ignya timnas', 'timnas indonesia', 'indonesia min']"
"['eksklusif', 'raut', 'kecewa', 'patrick', 'kluivert', 'usai', 'timnas', 'indonesia', 'tumbang', 'arab', 'saudi']","['eksklusif raut', 'raut kecewa', 'kecewa patrick', 'patrick kluivert', 'kluivert usai', 'usai timnas', 'timnas indonesia', 'indonesia tumbang', 'tumbang arab', 'arab saudi']"
"['amat', 'sepak', 'bola', 'mohamad', 'kusnaeni', 'bung', 'kus', 'nilai', 'rencana', 'main', 'game', 'plan', 'timnas', 'indonesia', 'jalan', 'bagaimana', 'mesti', 'kalah', 'arab', 'saudi']","['amat sepak', 'sepak bola', 'bola mohamad', 'mohamad kusnaeni', 'kusnaeni bung', 'bung kus', 'kus nilai', 'nilai rencana', 'rencana main', 'main game', 'game plan', 'plan timnas', 'timnas indonesia', 'indonesia jalan', 'jalan bagaimana', 'bagaimana mesti', 'mesti kalah', 'kalah arab', 'arab saudi']"
"['bekuk', 'arab', 'saudi', 'usai', 'unggul', 'lebih', 'dulu', 'patrick', 'kluivert', 'bongkar', 'deret', 'masalah', 'timnas', 'indonesia']","['bekuk arab', 'arab saudi', 'saudi usai', 'usai unggul', 'unggul lebih', 'lebih dulu', 'dulu patrick', 'patrick kluivert', 'kluivert bongkar', 'bongkar deret', 'deret masalah', 'masalah timnas', 'timnas indonesia']"
"['nova', 'arianto', 'sadar', 'konsekuensi', 'guna', 'pakem', 'bek', 'makanya', 'usaha', 'luas', 'national', 'pool', 'timnas', 'timnas', 'turun', 'langsung', 'pantau', 'juara', 'usia', 'muda', 'indonesia', 'meski', 'timnas', 'sulit', 'masuk', 'main']","['nova arianto', 'arianto sadar', 'sadar konsekuensi', 'konsekuensi guna', 'guna pakem', 'pakem bek', 'bek makanya', 'makanya usaha', 'usaha luas', 'luas national', 'national pool', 'pool timnas', 'timnas timnas', 'timnas turun', 'turun langsung', 'langsung pantau', 'pantau juara', 'juara usia', 'usia muda', 'muda indonesia', 'indonesia meski', 'meski timnas', 'timnas sulit', 'sulit masuk', 'masuk main']"
"['jadi', 'ngerti', 'kan', 'shin', 'taeyong', 'tidak', 'panggil', 'marc', 'klok', 'timnas', 'indonesia']","['jadi ngerti', 'ngerti kan', 'kan shin', 'shin taeyong', 'taeyong tidak', 'tidak panggil', 'panggil marc', 'marc klok', 'klok timnas', 'timnas indonesia']"
"['perintah', 'ambil', 'langkah', 'nyata', 'timnas', 'kasih', 'motivasi', 'indonesia', 'siap', 'lawan', 'narkoba', 'berantasnarkoba']","['perintah ambil', 'ambil langkah', 'langkah nyata', 'nyata timnas', 'timnas kasih', 'kasih motivasi', 'motivasi indonesia', 'indonesia siap', 'siap lawan', 'lawan narkoba', 'narkoba berantasnarkoba']"
"['seperti', 'mimpi', 'timnas', 'indonesia', 'tampil', 'piala', 'dunia', 'kubur', 'dalamdalam', 'peluang', 'lolos', 'ogut', 'prediksi', 'sangat', 'kecil', 'sayang', 'pupus', 'mimpi', 'benar', 'hindar', 'game', 'plan', 'harus', 'lebih', 'baik', 'bukan', 'lawan', 'superior']","['seperti mimpi', 'mimpi timnas', 'timnas indonesia', 'indonesia tampil', 'tampil piala', 'piala dunia', 'dunia kubur', 'kubur dalamdalam', 'dalamdalam peluang', 'peluang lolos', 'lolos ogut', 'ogut prediksi', 'prediksi sangat', 'sangat kecil', 'kecil sayang', 'sayang pupus', 'pupus mimpi', 'mimpi benar', 'benar hindar', 'hindar game', 'game plan', 'plan harus', 'harus lebih', 'lebih baik', 'baik bukan', 'bukan lawan', 'lawan superior']"
"['maarten', 'paes', 'selamat', 'gawang', 'timnas', 'indonesia', 'genosida', 'arab', 'saudi']","['maarten paes', 'paes selamat', 'selamat gawang', 'gawang timnas', 'timnas indonesia', 'indonesia genosida', 'genosida arab', 'arab saudi']"
"['eduardo', 'perez', 'dorong', 'semangat', 'timnas', 'indonesia', 'tembus', 'piala', 'dunia']","['eduardo perez', 'perez dorong', 'dorong semangat', 'semangat timnas', 'timnas indonesia', 'indonesia tembus', 'tembus piala', 'piala dunia']"
"['baru', 'sembuh', 'cedera', 'langsung', 'ngasih', 'tampil', 'baik', 'timnas', 'indonesia', 'tampil', 'paes', 'semalem', 'benerbener', 'selamat', 'paes', 'mana', 'jmteam', 'paling', 'keren']","['baru sembuh', 'sembuh cedera', 'cedera langsung', 'langsung ngasih', 'ngasih tampil', 'tampil baik', 'baik timnas', 'timnas indonesia', 'indonesia tampil', 'tampil paes', 'paes semalem', 'semalem benerbener', 'benerbener selamat', 'selamat paes', 'paes mana', 'mana jmteam', 'jmteam paling', 'paling keren']"
"['main', 'timnas', 'indonesia', 'reng', 'banget', 'lawan', 'arab', 'saudi', 'yasa', 'sembrono', 'klok', 'bawah', 'standar']","['main timnas', 'timnas indonesia', 'indonesia reng', 'reng banget', 'banget lawan', 'lawan arab', 'arab saudi', 'saudi yasa', 'yasa sembrono', 'sembrono klok', 'klok bawah', 'bawah standar']"
"['non', 'teknis', 'timnas', 'indonesia', 'sangat', 'layak', 'lolos', 'timnas', 'round', 'qwc']","['non teknis', 'teknis timnas', 'timnas indonesia', 'indonesia sangat', 'sangat layak', 'layak lolos', 'lolos timnas', 'timnas round', 'round qwc']"
"['anjing', 'timnas', 'indonesia', 'kalah', 'timnasindonesia']","['anjing timnas', 'timnas indonesia', 'indonesia kalah', 'kalah timnasindonesia']"
"['betul', 'kambuaya', 'biasa', 'kaya', 'gin', 'kan', 'engga', 'murni', 'karena', 'taktik', 'jitu', 'arsitek', 'baik', 'pernah', 'dmiliki', 'timnas', 'indonesia', 'bro']","['betul kambuaya', 'kambuaya biasa', 'biasa kaya', 'kaya gin', 'gin kan', 'kan engga', 'engga murni', 'murni karena', 'karena taktik', 'taktik jitu', 'jitu arsitek', 'arsitek baik', 'baik pernah', 'pernah dmiliki', 'dmiliki timnas', 'timnas indonesia', 'indonesia bro']"
"['eksklusif', 'ragam', 'outfit', 'kalcer', 'suporter', 'timnas', 'indonesia', 'king', 'abdullah', 'stadium']","['eksklusif ragam', 'ragam outfit', 'outfit kalcer', 'kalcer suporter', 'suporter timnas', 'timnas indonesia', 'indonesia king', 'king abdullah', 'abdullah stadium']"
"['patrick', 'kluivert', 'sesal', 'siap', 'minim', 'timnas', 'indonesia', 'arab', 'saudi']","['patrick kluivert', 'kluivert sesal', 'sesal siap', 'siap minim', 'minim timnas', 'timnas indonesia', 'indonesia arab', 'arab saudi']"
"['timnas', 'indonesia', 'era', 'patrick', 'kluivert', 'dominan', 'cetak', 'gol', 'penalti', 'ketimbang', 'open', 'play', 'kualifikasi', 'piala', 'dunia']","['timnas indonesia', 'indonesia era', 'era patrick', 'patrick kluivert', 'kluivert dominan', 'dominan cetak', 'cetak gol', 'gol penalti', 'penalti ketimbang', 'ketimbang open', 'open play', 'play kualifikasi', 'kualifikasi piala', 'piala dunia']"
"['timnas', 'indonesia', 'era', 'patrick', 'kluivert', 'dominan', 'cetak', 'gol', 'penalti', 'ketimbang', 'open', 'play', 'kualifikasi', 'piala', 'dunia']","['timnas indonesia', 'indonesia era', 'era patrick', 'patrick kluivert', 'kluivert dominan', 'dominan cetak', 'cetak gol', 'gol penalti', 'penalti ketimbang', 'ketimbang open', 'open play', 'play kualifikasi', 'kualifikasi piala', 'piala dunia']"
"['eksklusif', 'ragam', 'outfit', 'kalcer', 'suporter', 'timnas', 'indonesia', 'king', 'abdullah', 'stadium']","['eksklusif ragam', 'ragam outfit', 'outfit kalcer', 'kalcer suporter', 'suporter timnas', 'timnas indonesia', 'indonesia king', 'king abdullah', 'abdullah stadium']"
"['pak', 'menko', 'infrastruktur', 'bangun', 'wilayah', 'ipk', 'agus', 'harimurti', 'yudhoyono', 'ahy', 'mohon', 'tertib', 'standar', 'konstruksi', 'bangun', 'timnas', 'indonesia', 'usai', 'ambruk', 'bombardir', 'timnas', 'arab', 'saudi']","['pak menko', 'menko infrastruktur', 'infrastruktur bangun', 'bangun wilayah', 'wilayah ipk', 'ipk agus', 'agus harimurti', 'harimurti yudhoyono', 'yudhoyono ahy', 'ahy mohon', 'mohon tertib', 'tertib standar', 'standar konstruksi', 'konstruksi bangun', 'bangun timnas', 'timnas indonesia', 'indonesia usai', 'usai ambruk', 'ambruk bombardir', 'bombardir timnas', 'timnas arab', 'arab saudi']"
"['skema', 'timnas', 'indonesia', 'lolos', 'piala', 'dunia', 'usai', 'kalah', 'arab', 'saudi']","['skema timnas', 'timnas indonesia', 'indonesia lolos', 'lolos piala', 'piala dunia', 'dunia usai', 'usai kalah', 'kalah arab', 'arab saudi']"
"['latih', 'timnas', 'indonesia', 'patrick', 'kluivert', 'aku', 'kecewa', 'kalah', 'arab', 'saudi', 'minta', 'anak', 'asuh', 'bangkit', 'lawan', 'irak', 'sepakat', 'sob', 'bolaskorcom', 'timnasindonesia', 'patrickkluivert']","['latih timnas', 'timnas indonesia', 'indonesia patrick', 'patrick kluivert', 'kluivert aku', 'aku kecewa', 'kecewa kalah', 'kalah arab', 'arab saudi', 'saudi minta', 'minta anak', 'anak asuh', 'asuh bangkit', 'bangkit lawan', 'lawan irak', 'irak sepakat', 'sepakat sob', 'sob bolaskorcom', 'bolaskorcom timnasindonesia', 'timnasindonesia patrickkluivert']"
"['timnas', 'indonesia', 'kalah', 'towel', 'berisik', 'dunia', 'sedang', 'baik', 'bung']","['timnas indonesia', 'indonesia kalah', 'kalah towel', 'towel berisik', 'berisik dunia', 'dunia sedang', 'sedang baik', 'baik bung']"
"['hari', 'kurang', 'bahagia', 'timnas', 'indonesia', 'hari', 'ganti', 'main', 'latih', 'partick', 'kluivert', 'jadi', 'sorot', 'yance', 'mark', 'klok', 'sebut', 'kurang', 'perform', 'begini', 'tanggap', 'erick', 'thohir', 'nagaslot']","['hari kurang', 'kurang bahagia', 'bahagia timnas', 'timnas indonesia', 'indonesia hari', 'hari ganti', 'ganti main', 'main latih', 'latih partick', 'partick kluivert', 'kluivert jadi', 'jadi sorot', 'sorot yance', 'yance mark', 'mark klok', 'klok sebut', 'sebut kurang', 'kurang perform', 'perform begini', 'begini tanggap', 'tanggap erick', 'erick thohir', 'thohir nagaslot']"
"['latih', 'timnas', 'indonesia', 'patrick', 'kluivert', 'beber', 'cedera', 'derita', 'calvin', 'verdonk', 'absen', 'lawan', 'arab', 'saudi', 'kualifikasi', 'piala', 'dunia', 'zona', 'asia', 'putar', 'empat', 'verdonk', 'king', 'abdullah', 'sports', 'city', 'stadium', 'jeddah', 'kamis', 'dini', 'hari', 'skuad']","['latih timnas', 'timnas indonesia', 'indonesia patrick', 'patrick kluivert', 'kluivert beber', 'beber cedera', 'cedera derita', 'derita calvin', 'calvin verdonk', 'verdonk absen', 'absen lawan', 'lawan arab', 'arab saudi', 'saudi kualifikasi', 'kualifikasi piala', 'piala dunia', 'dunia zona', 'zona asia', 'asia putar', 'putar empat', 'empat verdonk', 'verdonk king', 'king abdullah', 'abdullah sports', 'sports city', 'city stadium', 'stadium jeddah', 'jeddah kamis', 'kamis dini', 'dini hari', 'hari skuad']"
"['kamu', 'lawan', 'timnas', 'irak', 'gaya', 'formasi', 'irak', 'beberapa', 'tahun', 'akhir', 'apa', 'lemah', 'efektif', 'timnas', 'indonesia', 'guna', 'taktik', 'formasi', 'apa']","['kamu lawan', 'lawan timnas', 'timnas irak', 'irak gaya', 'gaya formasi', 'formasi irak', 'irak beberapa', 'beberapa tahun', 'tahun akhir', 'akhir apa', 'apa lemah', 'lemah efektif', 'efektif timnas', 'timnas indonesia', 'indonesia guna', 'guna taktik', 'taktik formasi', 'formasi apa']"
"['halo', 'timnas', 'indonesia', 'lolos', 'piala', 'dunia', 'putar', 'kualifikasi', 'afc', 'peluang', 'meski', 'kalah', 'arab', 'saudi', 'skema', 'utama', 'menang', 'irak', 'okt', 'selisih', 'gol', 'jadi', 'juara', 'grup', 'amp', 'lolos', 'langsung', 'kalau', 'seri', 'kalah', 'finis']","['halo timnas', 'timnas indonesia', 'indonesia lolos', 'lolos piala', 'piala dunia', 'dunia putar', 'putar kualifikasi', 'kualifikasi afc', 'afc peluang', 'peluang meski', 'meski kalah', 'kalah arab', 'arab saudi', 'saudi skema', 'skema utama', 'utama menang', 'menang irak', 'irak okt', 'okt selisih', 'selisih gol', 'gol jadi', 'jadi juara', 'juara grup', 'grup amp', 'amp lolos', 'lolos langsung', 'langsung kalau', 'kalau seri', 'seri kalah', 'kalah finis']"
"['malah', 'curiga', 'jajar', 'latih', 'timnas', 'indonesia', 'agen', 'cia', 'samar', 'jadi', 'latih', 'timnas', 'indonesia']","['malah curiga', 'curiga jajar', 'jajar latih', 'latih timnas', 'timnas indonesia', 'indonesia agen', 'agen cia', 'cia samar', 'samar jadi', 'jadi latih', 'latih timnas', 'timnas indonesia']"
"['wong', 'indonesia', 'niat', 'cari', 'exposure', 'doang', 'biar', 'jadi', 'wni', 'cari', 'cuannya', 'gampang', 'bodo', 'timnas', 'saya', 'bukan', 'turun', 'emg', 'kontol']","['wong indonesia', 'indonesia niat', 'niat cari', 'cari exposure', 'exposure doang', 'doang biar', 'biar jadi', 'jadi wni', 'wni cari', 'cari cuannya', 'cuannya gampang', 'gampang bodo', 'bodo timnas', 'timnas saya', 'saya bukan', 'bukan turun', 'turun emg', 'emg kontol']"
"['miris', 'cuma', 'era', 'kluivert', 'timnas', 'indonesia', 'kalah', 'arab', 'saudi', 'dekade', 'akhir']","['miris cuma', 'cuma era', 'era kluivert', 'kluivert timnas', 'timnas indonesia', 'indonesia kalah', 'kalah arab', 'arab saudi', 'saudi dekade', 'dekade akhir']"
"['takut', 'daerah', 'mau', 'pisah', 'indonesia', 'kalo', 'main', 'juara', 'liga', 'masuk', 'timnas']","['takut daerah', 'daerah mau', 'mau pisah', 'pisah indonesia', 'indonesia kalo', 'kalo main', 'main juara', 'juara liga', 'liga masuk', 'masuk timnas']"
"['timnas', 'indonesia', 'kalah', 'arab', 'saudi', 'putar', 'empat', 'kualifikasi', 'piala', 'dunia', 'zona', 'asia', 'kamis', 'dini', 'hari', 'baca', 'sini', 'timnasindonesia', 'arabsaudi', 'kualifikasipialadunia']","['timnas indonesia', 'indonesia kalah', 'kalah arab', 'arab saudi', 'saudi putar', 'putar empat', 'empat kualifikasi', 'kualifikasi piala', 'piala dunia', 'dunia zona', 'zona asia', 'asia kamis', 'kamis dini', 'dini hari', 'hari baca', 'baca sini', 'sini timnasindonesia', 'timnasindonesia arabsaudi', 'arabsaudi kualifikasipialadunia']"
"['takar', 'skenario', 'lolos', 'timnas', 'indonesia', 'piala', 'dunia', 'harap', 'besar', 'tengah', 'jalan', 'terjal']","['takar skenario', 'skenario lolos', 'lolos timnas', 'timnas indonesia', 'indonesia piala', 'piala dunia', 'dunia harap', 'harap besar', 'besar tengah', 'tengah jalan', 'jalan terjal']"
"['dasar', 'analisis', 'data', 'tanding', 'timnas', 'indonesia', 'sumber', 'soccerway', 'transfermarkt', 'menang', 'lebih', 'sering', 'raih', 'gaya', 'serang', 'vietnam', 'curacao', 'skor', 'tinggi', 'guna', 'formasi', 'tim', 'kuat', 'misal']","['dasar analisis', 'analisis data', 'data tanding', 'tanding timnas', 'timnas indonesia', 'indonesia sumber', 'sumber soccerway', 'soccerway transfermarkt', 'transfermarkt menang', 'menang lebih', 'lebih sering', 'sering raih', 'raih gaya', 'gaya serang', 'serang vietnam', 'vietnam curacao', 'curacao skor', 'skor tinggi', 'tinggi guna', 'guna formasi', 'formasi tim', 'tim kuat', 'kuat misal']"
"['patrick', 'kluivert', 'kritik', 'gaya', 'main', 'timnas', 'indonesia', 'lawan', 'arab', 'saudi', 'latih', 'timnas', 'terima', 'ajak', 'duel', 'patrick', 'kluivert']","['patrick kluivert', 'kluivert kritik', 'kritik gaya', 'gaya main', 'main timnas', 'timnas indonesia', 'indonesia lawan', 'lawan arab', 'arab saudi', 'saudi latih', 'latih timnas', 'timnas terima', 'terima ajak', 'ajak duel', 'duel patrick', 'patrick kluivert']"
"['data', 'tanding', 'menang', 'timnas', 'indonesia', 'beberapa', 'tahun', 'akhir', 'baik', 'timnas', 'guna', 'gaya', 'serang', 'tahan', 'formasi']","['data tanding', 'tanding menang', 'menang timnas', 'timnas indonesia', 'indonesia beberapa', 'beberapa tahun', 'tahun akhir', 'akhir baik', 'baik timnas', 'timnas guna', 'guna gaya', 'gaya serang', 'serang tahan', 'tahan formasi']"
"['kemal', 'pahlevi', 'indonesia', 'mau', 'happy', 'nonton', 'timnas', 'bola']","['kemal pahlevi', 'pahlevi indonesia', 'indonesia mau', 'mau happy', 'happy nonton', 'nonton timnas', 'timnas bola']"
"['ratus', 'warga', 'tapanuli', 'utara', 'saksi', 'nonton', 'bareng', 'timnas', 'indonesia', 'arab', 'saudi']","['ratus warga', 'warga tapanuli', 'tapanuli utara', 'utara saksi', 'saksi nonton', 'nonton bareng', 'bareng timnas', 'timnas indonesia', 'indonesia arab', 'arab saudi']"
"['timnas', 'tidak', 'kelas', 'mancini', 'tolol', 'bareng', 'saudi', 'nama', 'cocokcocokan', 'gantiin', 'mancini', 'latih', 'bom', 'cocok', 'saudi', 'indonesia', 'sudah', 'cocok', 'sty', 'maen', 'ganti', 'gada', 'hubung', 'sama', 'latih', 'klub', 'pemaen', 'juga', 'bukan', 'pilih']","['timnas tidak', 'tidak kelas', 'kelas mancini', 'mancini tolol', 'tolol bareng', 'bareng saudi', 'saudi nama', 'nama cocokcocokan', 'cocokcocokan gantiin', 'gantiin mancini', 'mancini latih', 'latih bom', 'bom cocok', 'cocok saudi', 'saudi indonesia', 'indonesia sudah', 'sudah cocok', 'cocok sty', 'sty maen', 'maen ganti', 'ganti gada', 'gada hubung', 'hubung sama', 'sama latih', 'latih klub', 'klub pemaen', 'pemaen juga', 'juga bukan', 'bukan pilih']"
"['saya', 'kalah', 'timnas', 'indonesia', 'arab', 'saudi', 'kualifikasi', 'piala', 'dunia', 'kemarin', 'malam', 'sebab', 'beberapa', 'faktor', 'pertama', 'salah', 'defensif', 'langgar', 'kotak', 'penalti', 'beri', 'penalti', 'lawan', 'gol', 'saudi', 'dua', 'lini', 'tengah', 'kurang', 'solid', 'bikin', 'saudi']","['saya kalah', 'kalah timnas', 'timnas indonesia', 'indonesia arab', 'arab saudi', 'saudi kualifikasi', 'kualifikasi piala', 'piala dunia', 'dunia kemarin', 'kemarin malam', 'malam sebab', 'sebab beberapa', 'beberapa faktor', 'faktor pertama', 'pertama salah', 'salah defensif', 'defensif langgar', 'langgar kotak', 'kotak penalti', 'penalti beri', 'beri penalti', 'penalti lawan', 'lawan gol', 'gol saudi', 'saudi dua', 'dua lini', 'lini tengah', 'tengah kurang', 'kurang solid', 'solid bikin', 'bikin saudi']"
"['towel', 'justin', 'botak', 'akmal', 'mana', 'bacotanya', 'keluarin', 'donk', 'omong', 'latih', 'buduk', 'timnas', 'indonesia']","['towel justin', 'justin botak', 'botak akmal', 'akmal mana', 'mana bacotanya', 'bacotanya keluarin', 'keluarin donk', 'donk omong', 'omong latih', 'latih buduk', 'buduk timnas', 'timnas indonesia']"
"['kalau', 'main', 'timnas', 'inggris', 'bingung', 'siapa', 'paksa', 'timnas', 'indonesia', 'lolos', 'piala', 'dunia', 'sudah', 'khayal', 'kalian', 'turun', 'mimpi', 'kalian', 'minimal', 'lolos', 'fase', 'grup', 'piala', 'asia', 'dulu']","['kalau main', 'main timnas', 'timnas inggris', 'inggris bingung', 'bingung siapa', 'siapa paksa', 'paksa timnas', 'timnas indonesia', 'indonesia lolos', 'lolos piala', 'piala dunia', 'dunia sudah', 'sudah khayal', 'khayal kalian', 'kalian turun', 'turun mimpi', 'mimpi kalian', 'kalian minimal', 'minimal lolos', 'lolos fase', 'fase grup', 'grup piala', 'piala asia', 'asia dulu']"
"['timnas', 'indonesia', 'kalah', 'arab', 'saudi', 'akibat', 'game', 'plan', 'jalan']","['timnas indonesia', 'indonesia kalah', 'kalah arab', 'arab saudi', 'saudi akibat', 'akibat game', 'game plan', 'plan jalan']"
"['beda', 'kisah', 'senyap', 'hari', 'senyap', 'indonesia', 'karena', 'timnas', 'indonesia', 'kalah', 'lawan', 'arab', 'saudi', 'wcq', 'senyap', 'malaysia', 'karena', 'hancur', 'sepakbola', 'malaysia', 'depan', 'mata', 'kisah', 'tipu', 'menang', 'palsu', 'malu', 'seluruh', 'rakyat', 'malaysia', 'beda']","['beda kisah', 'kisah senyap', 'senyap hari', 'hari senyap', 'senyap indonesia', 'indonesia karena', 'karena timnas', 'timnas indonesia', 'indonesia kalah', 'kalah lawan', 'lawan arab', 'arab saudi', 'saudi wcq', 'wcq senyap', 'senyap malaysia', 'malaysia karena', 'karena hancur', 'hancur sepakbola', 'sepakbola malaysia', 'malaysia depan', 'depan mata', 'mata kisah', 'kisah tipu', 'tipu menang', 'menang palsu', 'palsu malu', 'malu seluruh', 'seluruh rakyat', 'rakyat malaysia', 'malaysia beda']"
